sku,title,category,brand,model,retail_price_inr,wholesale_price_inr,moq,stock,rating,image_prompt,image_alt,animation_treatment,poc_only,source_note
BE-0360,IndusTech USB Wi-Fi Adapter USB-1360,Networking,IndusTech,USB-1360,2949,2420,1,33,3.8,"premium studio product photograph of a usb wi-fi adapter, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech USB Wi-Fi Adapter, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0361,NovaTek Wi-Fi 6 Router WIF-1361,Networking,NovaTek,WIF-1361,3899,3200,1,40,3.9,"premium studio product photograph of a wi-fi 6 router, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Wi-Fi 6 Router, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0362,Cobalt Mesh Wi-Fi Kit MES-1362,Networking,Cobalt,MES-1362,4849,3980,1,47,4.0,"premium studio product photograph of a mesh wi-fi kit, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Mesh Wi-Fi Kit, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0363,Astra Gigabit Switch GIG-1363,Networking,Astra,GIG-1363,5799,4760,1,54,4.1,"premium studio product photograph of a gigabit switch, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Gigabit Switch, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0364,Orbis USB Wi-Fi Adapter USB-1364,Networking,Orbis,USB-1364,6749,5530,1,61,4.2,"premium studio product photograph of a usb wi-fi adapter, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis USB Wi-Fi Adapter, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0365,Orbis IP Camera IPC-1365,CCTV & Security,Orbis,IPC-1365,899,740,1,68,4.3,"premium studio product photograph of a ip camera, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis IP Camera, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0366,IndusTech DVR Kit DVR-1366,CCTV & Security,IndusTech,DVR-1366,1849,1520,1,75,4.4,"premium studio product photograph of a dvr kit, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech DVR Kit, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0367,NovaTek Video Doorbell VID-1367,CCTV & Security,NovaTek,VID-1367,2799,2300,1,82,4.5,"premium studio product photograph of a video doorbell, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Video Doorbell, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0368,Cobalt Smart Lock SMA-1368,CCTV & Security,Cobalt,SMA-1368,3749,3070,1,6,4.6,"premium studio product photograph of a smart lock, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Smart Lock, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0369,Astra IP Camera IPC-1369,CCTV & Security,Astra,IPC-1369,4699,3850,1,13,4.7,"premium studio product photograph of a ip camera, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra IP Camera, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0370,Orbis DVR Kit DVR-1370,CCTV & Security,Orbis,DVR-1370,4649,3810,1,20,4.8,"premium studio product photograph of a dvr kit, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis DVR Kit, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0371,IndusTech Video Doorbell VID-1371,CCTV & Security,IndusTech,VID-1371,5599,4590,1,27,4.9,"premium studio product photograph of a video doorbell, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Video Doorbell, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0372,NovaTek Smart Lock SMA-1372,CCTV & Security,NovaTek,SMA-1372,6549,5370,1,34,3.8,"premium studio product photograph of a smart lock, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Smart Lock, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0373,Cobalt IP Camera IPC-1373,CCTV & Security,Cobalt,IPC-1373,1499,1230,1,41,3.9,"premium studio product photograph of a ip camera, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt IP Camera, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0374,Astra DVR Kit DVR-1374,CCTV & Security,Astra,DVR-1374,2449,2010,1,48,4.0,"premium studio product photograph of a dvr kit, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra DVR Kit, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0375,Orbis Video Doorbell VID-1375,CCTV & Security,Orbis,VID-1375,2399,1970,1,55,4.1,"premium studio product photograph of a video doorbell, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Video Doorbell, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0376,IndusTech Smart Lock SMA-1376,CCTV & Security,IndusTech,SMA-1376,3349,2750,1,62,4.2,"premium studio product photograph of a smart lock, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Smart Lock, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0377,NovaTek IP Camera IPC-1377,CCTV & Security,NovaTek,IPC-1377,4299,3530,1,69,4.3,"premium studio product photograph of a ip camera, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek IP Camera, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0378,Cobalt DVR Kit DVR-1378,CCTV & Security,Cobalt,DVR-1378,5249,4300,1,76,4.4,"premium studio product photograph of a dvr kit, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt DVR Kit, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0379,Astra Video Doorbell VID-1379,CCTV & Security,Astra,VID-1379,6199,5080,1,83,4.5,"premium studio product photograph of a video doorbell, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Video Doorbell, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0380,Orbis Smart Lock SMA-1380,CCTV & Security,Orbis,SMA-1380,6149,5040,1,7,4.6,"premium studio product photograph of a smart lock, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Smart Lock, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0381,IndusTech IP Camera IPC-1381,CCTV & Security,IndusTech,IPC-1381,1099,900,1,14,4.7,"premium studio product photograph of a ip camera, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech IP Camera, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0382,NovaTek DVR Kit DVR-1382,CCTV & Security,NovaTek,DVR-1382,2049,1680,1,21,4.8,"premium studio product photograph of a dvr kit, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek DVR Kit, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0383,Cobalt Video Doorbell VID-1383,CCTV & Security,Cobalt,VID-1383,2999,2460,1,28,4.9,"premium studio product photograph of a video doorbell, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Video Doorbell, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0384,Astra Smart Lock SMA-1384,CCTV & Security,Astra,SMA-1384,3949,3240,1,35,3.8,"premium studio product photograph of a smart lock, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Smart Lock, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0385,Orbis IP Camera IPC-1385,CCTV & Security,Orbis,IPC-1385,3899,3200,1,42,3.9,"premium studio product photograph of a ip camera, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis IP Camera, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0386,IndusTech DVR Kit DVR-1386,CCTV & Security,IndusTech,DVR-1386,4849,3980,1,49,4.0,"premium studio product photograph of a dvr kit, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech DVR Kit, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0387,Astra UPS UPS-1387,Power & Backup,Astra,UPS-1387,899,740,1,56,4.1,"premium studio product photograph of a ups, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra UPS, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0388,Orbis Home Inverter HOM-1388,Power & Backup,Orbis,HOM-1388,1849,1520,1,63,4.2,"premium studio product photograph of a home inverter, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Home Inverter, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0389,IndusTech Surge Protector SUR-1389,Power & Backup,IndusTech,SUR-1389,2799,2300,1,70,4.3,"premium studio product photograph of a surge protector, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Surge Protector, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0390,NovaTek Power Station POW-1390,Power & Backup,NovaTek,POW-1390,2749,2250,1,77,4.4,"premium studio product photograph of a power station, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Power Station, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0391,Cobalt Battery BAT-1391,Power & Backup,Cobalt,BAT-1391,3699,3030,1,84,4.5,"premium studio product photograph of a battery, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Battery, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0392,Astra UPS UPS-1392,Power & Backup,Astra,UPS-1392,4649,3810,1,8,4.6,"premium studio product photograph of a ups, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra UPS, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
